     '22.12.2025/15.18'
 'twt                 '
      1    38  .22754E+01  .31453E+01  .10149E+02  .45856E+01  .34763E+01  .10429E+01
   .38000E+01  .48988E+01  .00000E+00  .10000E+01  .11000E+02  .11377E+01  .95000E+02
   .95000E+02   3   3   6
   .00000E+00  .31453E+01   0
   .59761E+00  .31453E+01   0
   .59761E+00  .73474E+01   0
   .13839E+01  .73474E+01   0
   .13839E+01  .10149E+02   0
   .00000E+00  .10149E+02   0
  .10000E+01  .20000E+01  .30000E+01  .40000E+01
  .50000E+01  .60000E+01  .70000E+01  .80000E+01
  .81000E+01  .82000E+01  .83000E+01  .84000E+01
  .85000E+01  .86000E+01  .87000E+01  .88000E+01
  .89000E+01  .90000E+01  .91000E+01  .92000E+01
  .93000E+01  .94000E+01  .95000E+01  .96000E+01
  .97000E+01  .98000E+01  .99000E+01  .10000E+02
  .10100E+02  .10200E+02  .10300E+02  .10400E+02
  .10500E+02  .10600E+02  .10700E+02  .10800E+02
  .10900E+02  .11000E+02
'ng=' 1
  -.81367E+02  .23012E+00  .61867E-03
  -.38262E+02  .45592E+00  .41146E-02
  -.23904E+02  .68032E+00  .14809E-01
  -.16705E+02  .90842E+00  .41286E-01
  -.12358E+02  .11433E+01  .99159E-01
  -.94340E+01  .13859E+01  .21453E+00
  -.73211E+01  .16367E+01  .43007E+00
  -.57109E+01  .18974E+01  .81953E+00
  -.55699E+01  .19242E+01  .87272E+00
  -.54319E+01  .19512E+01  .92929E+00
  -.52969E+01  .19783E+01  .98930E+00
  -.51644E+01  .20057E+01  .10534E+01
  -.50347E+01  .20332E+01  .11214E+01
  -.49074E+01  .20610E+01  .11940E+01
  -.47823E+01  .20891E+01  .12717E+01
  -.46595E+01  .21174E+01  .13546E+01
  -.45391E+01  .21459E+01  .14432E+01
  -.44204E+01  .21748E+01  .15384E+01
  -.43034E+01  .22041E+01  .16408E+01
  -.41882E+01  .22338E+01  .17510E+01
  -.40746E+01  .22638E+01  .18699E+01
  -.39624E+01  .22943E+01  .19988E+01
  -.38514E+01  .23253E+01  .21390E+01
  -.37417E+01  .23568E+01  .22915E+01
  -.36326E+01  .23891E+01  .24593E+01
  -.35243E+01  .24221E+01  .26438E+01
  -.34165E+01  .24558E+01  .28482E+01
  -.33090E+01  .24905E+01  .30764E+01
  -.32015E+01  .25262E+01  .33329E+01
  -.30933E+01  .25634E+01  .36253E+01
  -.29844E+01  .26019E+01  .39610E+01
  -.28742E+01  .26421E+01  .43524E+01
  -.27616E+01  .26846E+01  .48188E+01
  -.26460E+01  .27297E+01  .53858E+01
  -.25257E+01  .27784E+01  .60994E+01
  -.23987E+01  .28317E+01  .70348E+01
  -.22615E+01  .28916E+01  .83435E+01
  -.21070E+01  .29621E+01  .10376E+02
'ng=' 2
   .49313E+01  .23012E+00  .80548E+02
   .48869E+01  .45592E+00  .69729E+02
   .48625E+01  .68032E+00  .56292E+02
   .48693E+01  .90842E+00  .42302E+02
   .49013E+01  .11433E+01  .29353E+02
   .49490E+01  .13859E+01  .18767E+02
   .50072E+01  .16367E+01  .11088E+02
   .50763E+01  .18974E+01  .60700E+01
   .50841E+01  .19242E+01  .56904E+01
   .50923E+01  .19512E+01  .53295E+01
   .51005E+01  .19783E+01  .49884E+01
   .51092E+01  .20057E+01  .46635E+01
   .51180E+01  .20332E+01  .43572E+01
   .51273E+01  .20610E+01  .40664E+01
   .51370E+01  .20891E+01  .37906E+01
   .51471E+01  .21174E+01  .35306E+01
   .51573E+01  .21459E+01  .32859E+01
   .51683E+01  .21748E+01  .30539E+01
   .51799E+01  .22041E+01  .28346E+01
   .51921E+01  .22338E+01  .26280E+01
   .52047E+01  .22638E+01  .24338E+01
   .52182E+01  .22943E+01  .22506E+01
   .52326E+01  .23253E+01  .20779E+01
   .52477E+01  .23568E+01  .19162E+01
   .52641E+01  .23891E+01  .17631E+01
   .52816E+01  .24221E+01  .16197E+01
   .53004E+01  .24558E+01  .14851E+01
   .53208E+01  .24905E+01  .13586E+01
   .53429E+01  .25262E+01  .12401E+01
   .53673E+01  .25634E+01  .11284E+01
   .53941E+01  .26019E+01  .10240E+01
   .54237E+01  .26421E+01  .92626E+00
   .54573E+01  .26846E+01  .83423E+00
   .54953E+01  .27297E+01  .74818E+00
   .55396E+01  .27784E+01  .66718E+00
   .55918E+01  .28317E+01  .59130E+00
   .56558E+01  .28916E+01  .52004E+00
   .57383E+01  .29621E+01  .45320E+00
'ng=' 3
   .91229E+02  .23012E+00  .16887E-03
   .48036E+02  .45592E+00  .30764E-03
   .33629E+02  .68032E+00  .29263E-03
   .26444E+02  .90842E+00  .19471E-03
   .22161E+02  .11433E+01  .91510E-04
   .19332E+02  .13859E+01  .25517E-04
   .17336E+02  .16367E+01  .13260E-05
   .15864E+02  .18974E+01  .31534E-05
   .15738E+02  .19242E+01  .40451E-05
   .15616E+02  .19512E+01  .50028E-05
   .15498E+02  .19783E+01  .60094E-05
   .15383E+02  .20057E+01  .70586E-05
   .15271E+02  .20332E+01  .81315E-05
   .15162E+02  .20610E+01  .92235E-05
   .15056E+02  .20891E+01  .10324E-04
   .14954E+02  .21174E+01  .11420E-04
   .14854E+02  .21459E+01  .12502E-04
   .14757E+02  .21748E+01  .13569E-04
   .14663E+02  .22041E+01  .14612E-04
   .14572E+02  .22338E+01  .15624E-04
   .14484E+02  .22638E+01  .16597E-04
   .14399E+02  .22943E+01  .17531E-04
   .14317E+02  .23253E+01  .18421E-04
   .14237E+02  .23568E+01  .19261E-04
   .14161E+02  .23891E+01  .20054E-04
   .14088E+02  .24221E+01  .20793E-04
   .14017E+02  .24558E+01  .21479E-04
   .13951E+02  .24905E+01  .22111E-04
   .13887E+02  .25262E+01  .22691E-04
   .13828E+02  .25634E+01  .23219E-04
   .13773E+02  .26019E+01  .23699E-04
   .13722E+02  .26421E+01  .24136E-04
   .13676E+02  .26846E+01  .24536E-04
   .13637E+02  .27297E+01  .24913E-04
   .13605E+02  .27784E+01  .25287E-04
   .13582E+02  .28317E+01  .25695E-04
   .13573E+02  .28916E+01  .26211E-04
   .13584E+02  .29621E+01  .27010E-04
  .84396E+01  .51128E+01  .10797E+01 -.30892E+00
 60  1 60  0
  .38933E+00  .31453E+01
  .59761E+00  .31613E+01
  .59761E+00  .32102E+01
  .59761E+00  .32590E+01
  .59761E+00  .33078E+01
  .59761E+00  .33566E+01
  .59761E+00  .34053E+01
  .59761E+00  .34541E+01
  .59761E+00  .35028E+01
  .59761E+00  .35515E+01
  .59761E+00  .36001E+01
  .59761E+00  .36488E+01
  .59761E+00  .36974E+01
  .59761E+00  .37461E+01
  .59761E+00  .37947E+01
  .59761E+00  .38433E+01
  .59761E+00  .38918E+01
  .59761E+00  .39404E+01
  .59761E+00  .39890E+01
  .59761E+00  .40375E+01
  .59761E+00  .40860E+01
  .59761E+00  .41345E+01
  .59761E+00  .41830E+01
  .59761E+00  .42315E+01
  .59761E+00  .42800E+01
  .59761E+00  .43285E+01
  .59761E+00  .43769E+01
  .59761E+00  .44254E+01
  .59761E+00  .44738E+01
  .59761E+00  .45223E+01
  .59761E+00  .46400E+01
  .59761E+00  .48269E+01
  .59761E+00  .50137E+01
  .59761E+00  .52004E+01
  .59761E+00  .53870E+01
  .59761E+00  .55736E+01
  .59761E+00  .57600E+01
  .59761E+00  .59464E+01
  .59761E+00  .61328E+01
  .59761E+00  .63191E+01
  .59761E+00  .65053E+01
  .59761E+00  .66915E+01
  .59761E+00  .68777E+01
  .59761E+00  .70638E+01
  .59761E+00  .72499E+01
  .12907E+01  .73474E+01
  .13839E+01  .75191E+01
  .13839E+01  .77076E+01
  .13839E+01  .78959E+01
  .13839E+01  .80841E+01
  .13839E+01  .82722E+01
  .13839E+01  .84601E+01
  .13839E+01  .86480E+01
  .13839E+01  .88357E+01
  .13839E+01  .90234E+01
  .13839E+01  .92110E+01
  .13839E+01  .93985E+01
  .13839E+01  .95859E+01
  .13839E+01  .97732E+01
  .13839E+01  .99604E+01
  .31693E+01
  .32173E+01
  .32653E+01
  .33134E+01
  .33614E+01
  .34094E+01
  .34574E+01
  .35054E+01
  .35534E+01
  .36014E+01
  .36494E+01
  .36974E+01
  .37454E+01
  .37934E+01
  .38414E+01
  .38895E+01
  .39375E+01
  .39855E+01
  .40335E+01
  .40815E+01
  .41295E+01
  .41775E+01
  .42255E+01
  .42735E+01
  .43215E+01
  .43695E+01
  .44176E+01
  .44656E+01
  .45136E+01
  .45616E+01
  .46783E+01
  .48637E+01
  .50492E+01
  .52346E+01
  .54201E+01
  .56055E+01
  .57910E+01
  .59764E+01
  .61618E+01
  .63473E+01
  .65327E+01
  .67182E+01
  .69036E+01
  .70891E+01
  .72745E+01
  .74599E+01
  .76454E+01
  .78308E+01
  .80163E+01
  .82017E+01
  .83871E+01
  .85726E+01
  .87580E+01
  .89435E+01
  .91289E+01
  .93144E+01
  .94998E+01
  .96852E+01
  .98707E+01
  .10056E+02
